Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Brand,Model
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDi (O)
BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,BMW,3 Series 320i Sedan
Nissan Sunny 2011-2014 XV,Chennai,2016,18000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,Nissan,Sunny 2011-2014 XV
Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz 1.5 V i DTEC
Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,Renault,Captur 1.5 Diesel Platine Mono
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA Class 200 CDI SPORT
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Sportz
Maruti Wagon R VXI BS IV,Kolkata,2014,54000,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV
Honda City 1.5 V AT,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City 1.5 V AT
Tata Manza Aqua Safire,Kolkata,2010,16000,Petrol,Manual,First,15.0,1368.0,90.0,5.0,Tata,Manza Aqua Safire
Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,Ford,Ecosport Signature Edition Diesel
BMW 5 Series 2003-2012 520d,Kolkata,2009,49000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,BMW,5 Series 2003-2012 520d
Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz 1.4 Delta
Volkswagen Passat Diesel Highline 2.0 TDI,Pune,2012,65000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,Volkswagen,Passat Diesel Highline 2.0 TDI
Hyundai EON Era Plus,Kochi,2016,36700,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Honda City 1.5 V AT,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,Honda,City 1.5 V AT
Maruti Vitara Brezza VDi Option,Hyderabad,2017,44263,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi Option
Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,Mercedes-Benz,E-Class Facelift
Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,Maruti,Swift Lxi BSIII
Honda City ZX CVT,Chennai,2005,100000,Petrol,Automatic,Third,16.4,1497.0,78.0,5.0,Honda,City ZX CVT
Audi A6 2.7 TDI,Kolkata,2010,35000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,Audi,A6 2.7 TDI
Skoda Rapid 1.6 MPI AT Style,Mumbai,2016,18856,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,Skoda,Rapid 1.6 MPI AT Style
Hyundai Elantra 2.0 SX Option AT,Bangalore,2014,46374,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,Hyundai,Elantra 2.0 SX Option AT
ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,Isuzu,D-MAX V-Cross 4X4
BMW 3 Series 320d M Sport,Kochi,2017,23806,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d M Sport
Audi A4 2.0 TDI,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,Audi,A4 2.0 TDI
Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz 1.5 VX i DTEC
Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,Diesel,Manual,First,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 2015-2019 mHAWK100 T8
Maruti Swift VDI,Hyderabad,2013,99000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift VDI
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,43812,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,Mercedes-Benz,B Class B200 CDI
Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo Diesel ZXI
Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz VDi Plus SHVS
Ford Ecosport 1.5 DV5 MT Ambiente,Kolkata,2013,53967,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Ambiente
Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,Maruti,Wagon R VXI AMT
Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz ZDi
Tata Indica Vista Quadrajet LS,Pune,2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica Vista Quadrajet LS
Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire ZDI
Nissan Micra Diesel XV,Hyderabad,2012,54000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra Diesel XV
BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d
Mercedes-Benz New C-Class 200 CDI Classic,Pune,2011,65000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,Mercedes-Benz,New C-Class 200 CDI Classic
Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,Audi,A4 35 TDI Technology
Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,Maruti,Swift VXI BSIV
Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI BSIV
Chevrolet Cruze LTZ,Kochi,2014,52895,Diesel,Manual,First,17.3,1998.0,163.7,5.0,Chevrolet,Cruze LTZ
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1248.0,,5.0,Maruti,Swift VDI BSIV
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,Mahindra,Scorpio 2.6 CRDe
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,Tata,Manza Aura Quadrajet BS IV
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,Hyundai,i20 Magna Optional 1.2
Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Hyundai i20 Magna,Kolkata,2010,46000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20 Magna
Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,Skoda,Rapid 1.5 TDI AT Ambition
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,Toyota,Corolla Altis 2008-2013 1.8 VL AT
Renault Duster 85PS Diesel RxL Optional,Kochi,2013,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL Optional
Hyundai Verna CRDi ABS,Mumbai,2007,89564,Diesel,Manual,Third,18.1,1493.0,110.0,5.0,Hyundai,Verna CRDi ABS
Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,Volkswagen,Vento 1.5 TDI Highline
Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,Land_Rover,Rover Freelander 2 SE
Honda City 1.3 EXI,Pune,2004,73500,Petrol,Manual,Second,13.0,1343.0,90.0,5.0,Honda,City 1.3 EXI
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde
Hyundai Elantra SX AT,Bangalore,2016,25000,Petrol,Automatic,Second,14.5,1797.0,147.4,5.0,Hyundai,Elantra SX AT
Chevrolet Beat LT,Kolkata,2010,30000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat LT
Maruti Ciaz VDi,Jaipur,2017,62691,Diesel,Manual,First,26.21,1248.0,88.5,5.0,Maruti,Ciaz VDi
Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Sportz
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT
Hyundai i20 1.2 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,Hyundai,i20 1.2 Magna
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,Audi,Q5 2.0 TDI Premium Plus
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,Volkswagen,Polo GT 1.5 TDI
Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,Audi,Q5 2.0 TDI Premium Plus
Honda City i-VTEC S,Mumbai,2015,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i-VTEC S
Mahindra Bolero ZLX,Chennai,2012,35000,Diesel,Manual,First,13.6,2523.0,,7.0,Mahindra,Bolero ZLX
Maruti SX4 VDI,Jaipur,2011,82000,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,Maruti,SX4 VDI
Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,Honda,City i-DTEC ZX
Hyundai i20 Asta Option 1.2,Coimbatore,2017,14618,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta Option 1.2
Honda Amaze S i-Dtech,Pune,2014,52000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,Honda,Amaze S i-Dtech
Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,Maruti,Wagon R VXI
Toyota Etios Liva GD,Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364.0,,5.0,Toyota,Etios Liva GD
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2012,94049,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,Audi,Q5 2008-2012 2.0 TDI
Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City i VTEC SV
Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta Option AT
Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
Ford Ikon 1.3 CLXi,Hyderabad,2007,92000,Petrol,Manual,First,13.8,1299.0,70.0,5.0,Ford,Ikon 1.3 CLXi
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,34000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium
Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.7,799.0,53.0,5.0,Datsun,redi-GO S
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Delhi,2015,31000,Diesel,Automatic,Second,15.97,2993.0,258.0,5.0,BMW,X5 xDrive 30d Design Pure Experience 5 Seater
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,Land_Rover,Rover Range Rover Vogue SE 4.4 SDV8
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna 1.2 iTech SE
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City i-VTEC CVT ZX
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,BMW,5 Series 2013-2017 520d Luxury Line
Maruti Alto LXi,Chennai,2010,94385,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City i DTEC SV
Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396.0,69.0,5.0,Tata,Indigo CS LX (TDI) BS III
Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,Honda,City i-DTEC SV
Jaguar XJ 2.0L Portfolio,Mumbai,2017,10501,Petrol,Automatic,First,9.43,1999.0,237.4,5.0,Jaguar,XJ 2.0L Portfolio
Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,Hyundai,Santa Fe 4X4
Maruti Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG
Hyundai Verna 1.6 EX VTVT,Mumbai,2013,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna 1.6 EX VTVT
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel LT
Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,Mercedes-Benz,A Class A180 CDI
Hyundai Santro Xing GL,Kochi,2011,20842,Petrol,Manual,First,,1086.0,62.0,5.0,Hyundai,Santro Xing GL
Maruti Swift Dzire VDI Optional,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI Optional
Hyundai Santro GLS II - Euro II,Bangalore,2011,65000,Petrol,Manual,Second,,,,,Hyundai,Santro GLS II - Euro II
Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel PS
Honda Amaze VX Diesel,Hyderabad,2018,12000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,Honda,Amaze VX Diesel
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,Mini,Cooper 3 DOOR D
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER
Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo 1.5 TDI Comfortline
Hyundai Accent Executive CNG,Hyderabad,2010,95637,CNG,Manual,Second,13.2,1495.0,93.7,5.0,Hyundai,Accent Executive CNG
Audi A6 35 TDI Matrix,Hyderabad,2011,71000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,Audi,A6 35 TDI Matrix
Maruti Ertiga SHVS VDI,Pune,2017,121000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS VDI
Maruti Swift Dzire VXI Optional,Hyderabad,2017,8044,Petrol,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire VXI Optional
Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,25000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,Mercedes-Benz,CLA 200 Sport Edition
Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Delta 1.2
Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10 Sportz 1.1L
BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3 Series 320d Sport Line
Maruti Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio VXI AT
Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 VXI
Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998.0,66.1,5.0,Maruti,A-Star AT VXI
Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,56839,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ AMT
Mercedes-Benz CLA 45 AMG,Kochi,2015,23742,Petrol,Automatic,First,15.04,1991.0,360.0,5.0,Mercedes-Benz,CLA 45 AMG
Audi Q3 2.0 TDI,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3 2.0 TDI
Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 V MT
Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Maruti Wagon R LXI CNG,Mumbai,2014,40000,CNG,Manual,Second,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG
Maruti Swift Dzire Vdi BSIV,Delhi,2015,51000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire Vdi BSIV
Hyundai i10 Magna,Kolkata,2015,46000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna
Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,Toyota,Fortuner 4x2 Manual
Toyota Innova 2.5 G4 Diesel 8-seater,Bangalore,2008,110000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 G4 Diesel 8-seater
Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta 1.2
Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Magna
Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,Land_Rover,Rover Discovery HSE Luxury 3.0 TD6
Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,Maruti,Grand Vitara MT
Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,25.32,1198.0,77.0,6.0,Mahindra,KUV 100 mFALCON D75 K8
Maruti SX4 Green Vxi (CNG),Mumbai,2014,53000,CNG,Manual,First,22.1,1586.0,85.7,5.0,Maruti,SX4 Green Vxi (CNG)
Hyundai Grand i10 1.2 Kappa Sportz,Hyderabad,2013,42500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz
Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire Ldi BSIV
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 2016-2019 LXI
Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,Renault,KWID 1.0 RXT Optional
Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Comfortline
BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d
Hyundai Santro Xing XG,Bangalore,2005,79000,Petrol,Manual,Second,17.0,,,,Hyundai,Santro Xing XG
Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,Ford,Fiesta 1.4 SXi TDCi ABS
Maruti Ciaz 1.4 Zeta,Mumbai,2017,5000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz 1.4 Zeta
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF 3.0 Litre S Premium Luxury
BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995.0,190.0,5.0,BMW,X3 xDrive20d Expedition
Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,Tata,Indigo CS eVX
Maruti Alto K10 VXI AGS,Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,Maruti,Alto K10 VXI AGS
Maruti Swift VDI BSIV W ABS,Hyderabad,2016,64000,Diesel,Manual,First,17.8,1248.0,,5.0,Maruti,Swift VDI BSIV W ABS
Tata Nano XTA,Coimbatore,2017,32684,Petrol,Automatic,First,21.9,624.0,37.48,4.0,Tata,Nano XTA
Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA Class 200 CDI
Toyota Fortuner 4x2 AT,Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner 4x2 AT
Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI Optional
Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift Dzire VXI
Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,Toyota,Platinum Etios 1.4 GXD
Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz LXi
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline
Chevrolet Cruze LTZ AT,Coimbatore,2015,54955,Diesel,Automatic,Third,14.81,1998.0,163.7,5.0,Chevrolet,Cruze LTZ AT
Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era
Jaguar XF 2.2 Litre Executive,Delhi,2016,10000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF 2.2 Litre Executive
Audi A6 2.0 TDI Design Edition,Delhi,2014,56000,Diesel,Automatic,Second,18.53,1968.0,187.74,5.0,Audi,A6 2.0 TDI Design Edition
Honda City i DTec E,Coimbatore,2016,24337,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City i DTec E
Fiat Linea Emotion,Kolkata,2010,39852,Petrol,Manual,First,16.0,1368.0,90.0,5.0,Fiat,Linea Emotion
Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,,1086.0,62.0,5.0,Hyundai,Santro Xing GL
Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,Chevrolet,Optra Magnum 2.0 LT BS3
Hyundai Grand i10 Asta,Kolkata,2014,44300,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Renault,Scala Diesel RxL
Hyundai i10 Magna 1.1,Delhi,2013,53213,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10 Magna 1.1
Ford Figo Petrol Titanium,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo Petrol Titanium
BMW 3 Series Luxury Line,Mumbai,2014,48000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3 Series Luxury Line
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,Hyundai,Santa Fe 2WD AT
Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City i DTec SV
Maruti Alto 800 2016-2019 LXI,Kochi,2019,3413,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 2016-2019 LXI
Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,Mitsubishi,Cedia Sports
